100925224711_data_raw.csv,10/09/2025,new,22:47:11,22:47:11
100925224740_data_raw.csv,10/09/2025,new,22:47:40,22:47:40
100925224816_data_raw.csv,10/09/2025,new,22:48:16,22:48:16
100925235530_data_raw.csv,10/09/2025,new,23:55:30,23:55:30
100925235653_data_raw.csv,10/09/2025,new,23:56:53,23:56:53
100925235709_data_raw.csv,10/09/2025,new,23:57:09,23:57:09
100925235732_data_raw.csv,10/09/2025,new,23:57:32,23:57:32
100925235825_data_raw.csv,10/09/2025,new,23:58:25,23:58:25
100925235839_data_raw.csv,10/09/2025,new,23:58:39,23:58:39
100925235852_data_raw.csv,10/09/2025,new,23:58:52,23:58:52
110925071536_data_raw.csv,11/09/2025,new,07:15:36,07:15:36
110925071556_data_raw.csv,11/09/2025,new,07:15:56,07:15:56
110925074009_data_raw.csv,11/09/2025,new,07:40:09,07:40:09
110925075253_data_raw.csv,11/09/2025,new,07:52:53,07:52:53
110925075725_data_raw.csv,11/09/2025,new,07:57:25,07:57:25
110925080618_data_raw.csv,11/09/2025,new,08:06:18,08:06:18
110925080630_data_raw.csv,11/09/2025,new,08:06:30,08:06:30
110925121728_data_raw.csv,11/09/2025,new,12:17:28,12:17:28
110925133524_data_raw.csv,11/09/2025,new,13:35:24,13:35:24
110925133610_data_raw.csv,11/09/2025,new,13:36:10,13:36:10
110925133618_data_raw.csv,11/09/2025,new,13:36:18,13:36:18
110925133713_data_raw.csv,11/09/2025,new,13:37:13,13:37:13
110925154302_data_raw.csv,11/09/2025,new,15:43:02,15:43:02
110925154458_data_raw.csv,11/09/2025,new,15:44:58,15:44:58
110925162933_data_raw.csv,11/09/2025,new,16:29:33,16:29:33
110925184603_data_raw.csv,11/09/2025,new,18:46:03,18:46:03
110925184924_data_raw.csv,11/09/2025,new,18:49:24,18:49:24
110925185109_data_raw.csv,11/09/2025,new,18:51:09,18:51:09
110925190736_data_raw.csv,11/09/2025,new,19:07:36,19:07:36
110925190830_data_raw.csv,11/09/2025,new,19:08:30,19:08:30
110925190955_data_raw.csv,11/09/2025,new,19:09:55,19:09:55
110925191040_data_raw.csv,11/09/2025,new,19:10:40,19:10:40
