uuid,series,status,created_date
e656e0e7-2730-4c04-984a-875a99fc87dc,[3, 3, 4, 4, 7],raw,09/11/2025-21:36:02
11d438c9-bc19-4fbb-921f-b12bf6259fbf,[1, 2, 3, 6, 7],raw,09/11/2025-21:36:02
62a6daec-34ac-4743-a944-7a58c9b8c939,[4, 5, 6, 9, 10],raw,09/11/2025-21:36:02
a165014e-27e5-4909-b092-0ce8e3d17d91,[0, 0, 0, 1, 5],raw,09/11/2025-21:36:02
30924266-334e-44d9-a3a6-6ec5796cafdf,[3, 3, 4, 4, 9],raw,09/11/2025-21:36:02
7998014b-cc0d-42bf-be5d-82de956c6247,[0, 1, 6, 7, 8],raw,09/11/2025-21:36:02
16f250af-4f18-4d34-aa0e-b7a10dc20fbf,[1, 3, 4, 9, 9],raw,09/11/2025-21:36:02
503d3f07-f2bd-4a18-9360-773b19322b81,[0, 2, 4, 6, 10],raw,09/11/2025-21:36:02
1201cbeb-928d-4b3e-b54e-6edba928f3fc,[1, 1, 5, 5, 6],raw,09/11/2025-21:36:02
05695fa7-aa82-4436-8615-2c53caad2a1e,[0, 1, 6, 7, 10],raw,09/11/2025-21:36:02
