uuid,series,status,created_date
423a9bb1-b321-4d5d-a54f-2b9d018b79f1,[0, 3, 5, 8, 10],raw,09/11/2025-23:03:29
781efb04-6050-4494-aaae-16e4e3c173f5,[0, 1, 2, 3, 10],raw,09/11/2025-23:03:29
2ca6ee64-9624-4f8b-b5f6-b454aa74b1f0,[0, 3, 5, 8, 8],raw,09/11/2025-23:03:29
ac8d047f-266f-4e4d-bece-2b5994562f23,[5, 6, 7, 8, 10],raw,09/11/2025-23:03:29
cc0f4b1a-9400-4ac7-9512-3a73bf9a9767,[1, 3, 5, 5, 10],raw,09/11/2025-23:03:29
f27a03f6-78fa-44cd-a4ef-580b798df6cb,[1, 2, 6, 8, 10],raw,09/11/2025-23:03:29
23e79af5-2323-4497-acc0-17e1a2e5dc30,[5, 5, 7, 8, 10],raw,09/11/2025-23:03:29
74b5ef66-7b08-4cd3-8711-9a9db95230de,[5, 5, 8, 8, 8],raw,09/11/2025-23:03:29
f2dca90e-4d86-491b-b60c-7f739fe8eac0,[0, 2, 5, 10, 10],raw,09/11/2025-23:03:29
95b5e095-4913-4992-9d4c-c768dce8a575,[0, 1, 1, 2, 5],raw,09/11/2025-23:03:29
