uuid,series,status,created_date
d7f25792-c4ea-4aa8-a067-1c926249b684,[0, 5, 6, 10, 10],raw,09/11/2025-23:03:24
0873b89d-1f6b-4351-a05f-dbf789f3bfb4,[1, 4, 6, 8, 9],raw,09/11/2025-23:03:24
828bf8d9-678f-420d-9da9-6437e70496c4,[1, 3, 5, 8, 10],raw,09/11/2025-23:03:24
7584391d-8331-43ee-8a99-412162704830,[0, 4, 7, 9, 10],raw,09/11/2025-23:03:24
f05eaa55-6366-44e3-8e0d-1385de42cd93,[0, 3, 5, 6, 9],raw,09/11/2025-23:03:24
06551c30-b59d-4f68-9900-b5180129eca7,[4, 4, 5, 6, 10],raw,09/11/2025-23:03:24
e93abbfc-fc50-4bdd-b9a8-ae66abbed717,[7, 7, 8, 9, 9],raw,09/11/2025-23:03:24
4bf310d1-d639-495e-85c6-1efd69579366,[1, 2, 2, 4, 6],raw,09/11/2025-23:03:24
44e975b0-d87f-41e0-8ec9-9c94d4e3d58d,[0, 5, 8, 9, 10],raw,09/11/2025-23:03:24
ac9a38a8-e26a-4b01-8c87-350331c6877a,[2, 3, 7, 9, 9],raw,09/11/2025-23:03:24
