uuid,series,status,created_date
b0931a63-c6bc-4d1e-af1a-e587a8c62f3d,[0, 4, 6, 6, 8],raw,09/11/2025-23:03:07
fc21e97b-1db0-4a63-b4a0-7ba90c67fc31,[0, 0, 4, 9, 10],raw,09/11/2025-23:03:07
3b1c7af3-3201-4a55-8e63-9306c69f0f1e,[2, 5, 5, 7, 9],raw,09/11/2025-23:03:07
584d09b8-8754-4c21-8c66-babe1637a512,[0, 3, 5, 7, 10],raw,09/11/2025-23:03:07
0a9836c8-8836-4c35-84c3-15db3ab38837,[1, 2, 2, 6, 7],raw,09/11/2025-23:03:07
ba30f949-4702-4279-b946-548803d13491,[3, 6, 8, 8, 9],raw,09/11/2025-23:03:07
d4b06255-da81-4b78-b8ae-b23b943ac48d,[0, 3, 4, 5, 8],raw,09/11/2025-23:03:07
dfc0403e-33c4-429d-a4e1-48a01f398d08,[1, 2, 4, 8, 9],raw,09/11/2025-23:03:07
dc9f47ca-c163-470c-a632-3e7c54c0c9e4,[4, 6, 7, 7, 9],raw,09/11/2025-23:03:07
caaad3c0-0712-461a-a232-7408f77a18a2,[0, 3, 10, 10, 10],raw,09/11/2025-23:03:07
