uuid,series,status,created_date
b77a1563-791b-441f-bd49-d51ff1b88eaf,[0, 0, 5, 6, 7],raw,09/11/2025-21:35:10
d6db1728-c944-4c49-9573-06111afea620,[3, 3, 4, 7, 8],raw,09/11/2025-21:35:10
7b3e9401-9e78-4fa2-a1dc-55117348eaed,[2, 3, 4, 7, 9],raw,09/11/2025-21:35:10
d70a74cb-c249-4b61-b2f6-b89ac4d4fd92,[4, 4, 6, 7, 9],raw,09/11/2025-21:35:10
8a0282bf-4966-49b8-a525-36966cc75234,[2, 3, 5, 6, 9],raw,09/11/2025-21:35:10
c151f051-08b6-4322-bdb6-5de68e6622cb,[2, 5, 5, 5, 6],raw,09/11/2025-21:35:10
8bf8a694-da53-40e0-874e-e9704dc7d5fc,[1, 2, 2, 3, 6],raw,09/11/2025-21:35:10
33839163-1a18-40ce-aa6b-86b9cee6acd7,[6, 6, 6, 8, 9],raw,09/11/2025-21:35:10
2e25b97f-1086-47f2-a9ae-a7a7338cecf9,[0, 1, 2, 3, 6],raw,09/11/2025-21:35:10
17793d1b-e7f0-42d3-99aa-e1db97f0ab29,[2, 5, 6, 6, 10],raw,09/11/2025-21:35:10
