uuid,series,status,created_date
426096b0-aa41-4444-9256-f78ab9bddbc9,[1, 5, 7, 9, 9],sorted,09/11/2025-23:07:20
75cf86fa-cb81-4c9d-972a-f0fe1f64e86a,[0, 4, 6, 9, 9],sorted,09/11/2025-23:07:20
9b37059f-caac-4a3b-83d7-c6adcd1284a3,[0, 3, 4, 5, 6],sorted,09/11/2025-23:07:20
3a969850-de65-4739-bfbd-166eb0cfd6c4,[2, 3, 5, 5, 7],sorted,09/11/2025-23:07:20
6df9ea40-fba0-462c-873e-75ed8d79ecb5,[2, 4, 6, 6, 9],sorted,09/11/2025-23:07:20
bdf235b4-2538-4e04-be3c-f494b7f53b68,[2, 3, 3, 6, 8],sorted,09/11/2025-23:07:20
da4cffdd-eee7-46df-9019-ff3308ccdaba,[0, 1, 3, 6, 10],sorted,09/11/2025-23:07:20
bbdabd80-fc29-4364-93e2-4bd4e6b76ecc,[0, 5, 7, 8, 10],sorted,09/11/2025-23:07:20
f91b1205-c64c-4a9f-b6b7-32eb1890be68,[2, 3, 5, 6, 8],sorted,09/11/2025-23:07:20
b4c72f77-75a3-4704-baa7-1989b7c2acda,[0, 1, 3, 7, 10],sorted,09/11/2025-23:07:20
